ResponseId,state,empsta,weights,hcity,zip_code,urban,suburban,rural,ext_heat_impact_wlb,heat_imp_1,heat_imp_2,heat_imp_3,heat_imp_4,heat_imp_5,ext_heat_cope,ext_heat_likely_repeat,ext_heat_affect,ext_heat_lkly_normal_business,ext_heat_lkly_stay_home,ext_heat_lkly_seek_shelter,ext_heat_lkly_social_connection,ext_heat_lkly_leave_town,ext_heat_lkly_supplies,ext_heat_lkly_follow_officials,ext_heat_lkly_comm_supports,ext_heat_indoor_restaurant,ext_heat_takeout_pickup,ext_heat_food_delivery,ext_heat_public_indoors,ext_heat_wfh,ext_heat_commute,ext_heat_car_travel,ext_heat_public_transit,ext_heat_stay_home,ext_heat_stay_family_friends,ext_heat_check_family_friends,ext_heat_volunteer_community,ext_heat_ac_equipped,CR,SE,PR,female,age_3150,age_5165,age_65p,age_cat,edu_bs,bs_grad,white,black,asian,hispanic_raw,hispanic_c,race_cat,in50,in50100,income_cat,hhsize1,hhsize2,hhsize_cat,child,dis_yes,work_out,tcom_no,sa_home,hhveh0,ac_raw,ac_c,PopDens_low,PopDens_medium,PopDens_high,PopDens_cat,EmpDens_low,EmpDens_medium,EmpDens_high,EmpDens_cat,NetworkDensity_low,NetworkDensity_medium,NetworkDensity_high,NetworkDensity_cat,Diversity_low,Diversity_medium,Diversity_high,Diversity_cat,TransitAccess_low,TransitAccess_medium,TransitAccess_high,TransitAccess_cat,NatWalkInd_very_low,NatWalkInd_low,NatWalkInd_high,NatWalkInd_very_high,NatWalkInd_cat
2145,38,4,7.29E-07,0,97005,1,0,0,2,0,1,0,0,0,2,5,3,4,5,1,1,1,5,4,3,2,2,2,4,2,2,2,2,3,3,2,4,0,0.566009256,0.114576638,0.938986305,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,0,0,0,1,4
2148,39,4,1.773053152,0,17050,0,1,0,4,0,0,0,1,0,3,4,4,4,5,5,5,1,5,5,4,2,2,3,2,3,2,2,1,3,2,2,3,1,0.677811592,-1.436754372,0.788434381,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,0,3,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,0,3
2149,50,4,8.408255091,0,26330,0,0,1,1,1,0,0,0,0,2,3,3,5,5,1,2,2,4,4,3,1,2,2,4,1,1,1,1,3,4,2,4,1,0.086700846,-0.013199229,-2.289915518,1,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
2150,5,4,0.000431334,0,90291,1,0,0,3,0,0,1,0,0,2,5,5,2,5,3,1,1,1,5,3,2,2,2,4,2,2,2,2,2,2,4,1,0,0.522862631,-0.73442206,0.599675764,0,0,0,1,4,1,1,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,1,0,0,1,0,0,0,1,4
2151,45,4,0.775678665,1,77072,1,0,0,2,0,1,0,0,0,1,5,3,4,2,2,2,2,3,4,4,1,1,1,2,2,2,1,2,3,1,2,3,1,0.391444898,-0.256305679,0.298074339,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,0,3
2155,24,2,0.964111058,0,55407,1,0,0,2,0,1,0,0,0,3,6,3,4,5,4,4,4,5,3,3,3,1,2,4,3,2,3,3,3,1,1,1,1,-0.287316752,0.062537624,-1.322801613,1,0,1,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,0,1,0,2,0,0,0,1,4
2157,31,4,0.14768917,0,8759,0,1,0,2,0,1,0,0,0,1,4,4,3,4,2,3,3,4,4,4,1,2,2,1,2,2,3,1,3,2,2,2,1,0.470577011,0.426320728,0.148081292,0,0,0,1,4,1,1,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
2158,15,4,0.752548032,0,47932,0,1,0,3,0,0,1,0,0,2,4,3,4,4,3,3,2,3,4,4,2,2,2,3,2,2,2,2,2,4,2,2,1,1.1534595,0.36871629,-0.174351601,1,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,1
2159,34,4,0.706402281,0,28532,0,1,0,3,0,0,1,0,0,2,5,3,4,5,3,4,2,5,5,4,2,2,2,4,2,2,2,2,2,3,3,3,1,0.656380198,0.910881367,0.429517486,1,0,0,1,4,1,1,1,0,0,2,0,4,0,1,2,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,0,1
2165,14,4,2.055295593,0,60532,0,1,0,2,0,1,0,0,0,2,4,3,4,5,1,1,1,1,5,5,2,1,3,1,2,2,1,1,2,4,2,4,1,1.07344669,-1.635775831,0.009675124,1,0,0,1,4,0,0,1,0,0,2,0,4,0,0,3,0,1,2,0,1,0,0,0,0,1,1,0,1,0,2,0,0,1,3,0,1,0,2,0,1,0,2,0,0,1,3,0,0,1,0,3
2168,16,4,1.575747583,0,50248,0,1,0,1,1,0,0,0,0,1,5,1,5,5,1,1,1,2,5,3,2,2,2,3,2,2,1,2,3,4,2,4,1,0.455505404,-0.37903797,-0.178912798,1,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,0,1
2169,36,4,1.734640961,0,45202,1,0,0,1,1,0,0,0,0,2,5,3,5,5,1,1,1,1,4,1,2,2,2,4,2,2,2,2,3,4,2,4,1,1.272209659,-1.176677386,0.385453968,0,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,0,1,4
2171,48,4,1.927088737,0,24168,0,1,0,3,0,0,1,0,0,2,4,4,3,4,4,4,3,4,4,4,3,2,3,2,3,3,3,2,3,4,2,2,1,-0.074001277,0.378619905,0.597478372,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,0,1
2174,48,4,0.238139974,0,24317,0,0,1,2,0,1,0,0,0,2,3,5,3,5,1,1,1,1,5,1,2,2,2,4,2,2,2,2,2,4,3,4,1,-0.203627014,0.452833445,-0.350525201,1,0,0,1,4,0,1,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2175,51,2,1.223560933,0,53154,0,1,0,3,0,0,1,0,0,2,5,4,3,5,1,1,1,3,4,1,2,2,3,1,2,2,1,2,2,1,3,1,1,0.773753983,-1.734702697,0.037844126,1,0,1,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,0,1,0,0,2
2177,45,4,1.613019472,0,76888,0,0,1,2,0,1,0,0,0,3,4,3,4,3,1,2,1,3,3,3,2,2,2,4,2,2,2,2,2,3,3,3,1,1.118086539,-0.572732554,-1.235050704,1,0,1,0,3,1,1,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
2178,11,4,1.249913823,0,31220,0,1,0,3,0,0,1,0,0,2,5,4,2,5,1,1,1,5,5,5,3,3,3,2,3,3,3,1,3,1,2,2,1,-1.604831221,-0.320734224,0.761192064,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,3,0,0,1,3,1,0,0,1,1,0,0,0,1
2179,49,4,0.063667897,0,98686,0,1,0,2,0,1,0,0,0,2,4,4,3,4,2,4,2,4,5,5,2,2,2,4,2,2,2,2,2,3,2,3,1,0.507909421,0.934816698,0.108438036,1,0,0,1,4,1,1,1,0,0,2,0,4,0,1,2,1,0,1,0,0,0,0,1,0,1,1,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,0,1,0,0,2
2180,39,2,0.203568912,0,15215,0,1,0,3,0,0,1,0,0,1,3,0,3,4,2,4,2,4,4,4,1,3,3,2,2,2,2,2,3,2,2,2,1,0.404567567,0.017791466,0.529007122,0,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,1,1,0,1,1,0,1,0,2,0,0,1,3,0,0,1,3,0,0,1,3,1,0,0,1,0,0,0,1,4
2181,2,4,2.275298775,0,99547,0,0,1,1,1,0,0,0,0,1,4,3,4,4,1,3,2,3,1,4,2,2,2,4,2,2,2,2,3,3,3,4,1,0.5716234,0.354390725,0.17768015,1,0,0,1,4,1,1,0,0,0,2,0,5,0,0,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2182,7,2,0.128871037,0,6611,0,1,0,4,0,0,0,1,0,4,4,5,2,4,2,2,1,4,4,2,3,1,3,1,3,3,2,1,3,3,2,4,1,0.494555054,-0.403822515,-0.324731631,1,0,0,1,4,0,1,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,1,0,1,0,0,2
2183,3,4,0.004736576,1,85032,0,1,0,4,0,0,0,1,0,3,5,4,2,4,1,1,1,3,5,3,2,2,3,4,2,2,1,2,3,4,2,2,1,1.393078225,1.112338881,-0.344671333,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,0,3,0,0,0,0,1,0,1,1,0,0,1,3,0,1,0,2,0,0,1,3,0,0,1,3,1,0,0,1,0,0,0,1,4
2185,12,3,8.044367383,0,30161,0,1,0,2,0,1,0,0,0,2,5,5,5,5,5,5,5,5,5,5,3,3,3,2,2,2,2,2,2,2,2,2,1,0.055959755,0.841003789,0.167919463,0,0,0,0,1,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,0,1
2186,32,4,0.001480196,0,87031,0,1,0,1,1,0,0,0,0,1,4,3,2,5,3,1,3,4,5,5,1,2,2,2,2,2,2,2,2,4,3,2,1,1.399435631,0.493748408,0.716654971,1,0,0,1,4,0,1,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,2,0,0,1,3,0,1,0,2,0,1,0,0,2
2187,3,4,0.010291135,1,85711,0,1,0,2,0,1,0,0,0,2,5,3,2,5,2,2,1,4,3,3,2,2,2,3,2,2,2,2,2,4,3,3,1,-0.493709847,-0.424150216,-0.237825205,1,0,0,1,4,0,1,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,1,1,0,1,0,2,0,0,1,3,1,0,0,1,0,1,0,2,1,0,0,1,0,0,0,1,4
2189,45,4,0.681901577,1,78664,0,1,0,2,0,1,0,0,0,1,4,3,3,5,2,2,3,4,4,3,2,2,2,4,2,2,2,2,2,4,3,3,1,0.653450593,-0.663808906,-0.51584208,0,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,0,3,0,0,0,0,1,0,1,1,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,0,0,1,0,3
2192,31,4,0.12481433,0,7626,0,0,0,1,1,0,0,0,0,1,6,2,5,4,1,1,1,1,5,4,2,2,2,3,2,2,3,1,3,4,2,3,1,0.454563824,-0.71169547,0.931829186,1,0,0,1,4,1,1,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197,47,4,0.987272814,0,5843,0,0,1,5,0,0,0,0,1,5,3,5,1,5,5,5,1,5,5,5,3,3,3,4,2,2,2,2,3,4,2,2,1,1.418651786,-1.673881692,1.171017816,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,1
2198,11,4,0.215789777,0,30331,0,1,0,2,0,1,0,0,0,2,4,2,3,4,2,2,2,3,4,4,2,1,1,1,1,1,2,1,2,1,3,3,1,0.091788606,1.425254691,0.502864827,0,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,2,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,0,3
2200,34,2,1.356749817,0,27025,0,1,0,1,1,0,0,0,0,3,3,2,4,4,2,3,2,4,3,2,2,2,2,3,2,2,2,2,2,3,3,2,1,-0.121062246,-0.842288709,-1.141584596,1,0,1,0,3,0,0,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,1
2201,44,4,0.950756779,0,38261,0,1,0,2,0,1,0,0,0,2,4,4,4,4,1,1,1,3,3,3,1,2,2,4,2,2,1,2,3,1,2,4,1,0.267521032,-1.128072008,0.579878016,1,0,1,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,0,1
2204,15,4,0.337276019,0,46074,0,1,0,3,0,0,1,0,0,4,5,4,2,5,3,3,2,3,4,3,2,1,3,2,2,2,3,2,3,4,2,4,1,-0.367249604,0.211872567,-1.533698383,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,2,0,0,1,3,0,0,1,3,1,0,0,1,0,1,0,0,2
2205,3,4,0.068591692,1,85085,0,1,0,1,1,0,0,0,0,1,5,3,4,5,1,2,4,4,1,4,2,2,2,3,2,2,2,2,2,3,3,3,1,0.670534295,0.472146353,0.26399369,1,0,0,1,4,0,1,1,0,0,2,0,4,0,0,3,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
2208,38,4,9.59E-06,0,97501,0,1,0,4,0,0,0,1,0,4,5,5,5,5,2,2,2,4,5,3,2,2,3,4,2,2,2,2,2,4,2,4,1,0.616844815,-2.501901792,0.63671562,1,0,0,1,4,1,1,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,2,0,0,1,3,0,1,0,2,0,0,1,3,1,0,0,1,0,0,0,1,4
2209,45,4,0.474040221,1,76031,0,1,0,3,0,0,1,0,0,4,5,4,2,2,4,2,2,2,2,3,3,1,1,2,2,2,2,2,1,1,1,1,1,-0.003096076,-0.643196964,-0.828962376,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
2210,21,2,0.266132015,0,21212,1,0,0,2,0,1,0,0,0,1,6,3,3,4,1,2,3,5,5,5,2,2,2,3,2,2,2,1,3,3,2,3,1,-0.364362579,0.421498812,-1.4509389,1,0,0,1,4,1,1,0,1,0,2,0,2,0,1,2,0,1,2,0,0,0,1,0,0,1,1,0,0,1,3,0,1,0,2,1,0,0,1,0,1,0,2,0,1,0,2,0,0,0,1,4
2212,5,4,4.250234485,1,92069,1,0,0,2,0,1,0,0,0,1,4,1,5,3,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,4,3,4,1,0.541987735,-0.605411971,0.582584098,1,0,0,1,4,1,1,1,0,0,2,0,4,0,0,3,0,0,3,0,0,0,0,0,0,1,1,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,0,0,1,0,3
2213,22,2,0.727623251,0,2125,1,0,0,2,0,1,0,0,0,2,6,4,1,5,4,4,1,5,5,5,2,1,2,4,2,2,1,1,2,3,3,3,1,0.834692208,0.387129523,-0.429742345,1,0,1,0,3,0,0,0,1,0,2,0,2,1,0,1,0,1,2,0,0,0,0,0,1,1,1,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,0,1,4
2219,44,3,0.855970555,0,37191,0,0,1,3,0,0,1,0,0,2,4,3,3,5,3,5,5,5,3,5,3,3,3,2,3,3,1,1,3,2,2,2,1,0.566852554,1.303161305,1.060393695,1,0,0,0,1,0,0,0,1,0,2,0,2,1,0,1,0,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,0,1
2222,37,4,0.413106636,0,74055,0,1,0,2,0,1,0,0,0,2,5,1,4,5,1,1,1,2,3,3,2,2,2,3,2,2,2,2,2,4,3,4,1,-0.132601693,0.125875021,0.297150139,1,0,0,1,4,0,1,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,0,1
2224,10,4,0.983006665,0,34787,0,1,0,3,0,0,1,0,0,3,5,5,1,5,1,1,1,3,4,3,1,1,1,1,2,2,1,1,3,1,3,3,1,-0.235127343,0.723417055,-0.425868734,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,3,0,0,1,3,1,0,0,1,0,1,0,0,2
2230,14,2,0.134536221,0,62450,0,1,0,4,0,0,0,1,0,2,6,3,5,3,2,3,1,5,5,3,2,2,2,4,2,2,2,2,2,3,2,4,1,0.195668469,-0.139440394,-0.248007193,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,0,1
2231,14,2,0.695192217,0,60619,0,1,0,3,0,0,1,0,0,3,3,5,3,4,1,5,3,5,5,5,2,3,3,2,2,2,2,2,2,2,2,3,1,-1.003185253,0.935169646,-0.660147275,1,0,1,0,3,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,3,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,3,0,0,1,0,3
2233,30,1,2.449942901,0,3824,0,1,0,2,0,1,0,0,0,3,4,3,2,3,2,2,2,4,3,3,1,2,2,1,2,2,1,2,2,4,3,3,0,0.042828929,1.278560851,0.057083351,1,1,0,0,2,1,1,0,0,0,2,0,5,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,3,0,1,0,2,0,0,1,3,0,0,1,3,1,0,0,0,1
2235,14,4,0.192073999,0,60619,0,1,0,3,0,0,1,0,0,2,4,3,4,5,2,2,2,5,5,3,1,1,2,1,2,2,2,1,3,1,2,4,0,-0.38095551,-0.180904809,0.567573647,1,0,0,1,4,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,3,0,0,1,0,3
2239,10,4,0.251364936,0,32221,0,1,0,2,0,1,0,0,0,2,4,3,4,5,4,4,1,5,5,2,3,2,2,2,2,2,2,2,3,2,2,4,0,-0.569335335,-0.193771353,0.334906305,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,1,3,0,0,1,3,1,0,0,1,0,1,0,0,2
2240,26,2,3.341739576,0,63138,0,1,0,1,1,0,0,0,0,3,6,5,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,3,3,3,1,0.168079718,1.455416428,0.609128284,1,0,1,0,3,0,0,0,0,0,2,0,5,0,1,2,1,0,1,0,0,0,1,0,0,1,1,0,1,0,2,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,0,3
2241,11,2,1.285118685,0,30817,0,0,1,4,0,0,0,1,0,2,5,4,4,5,1,1,1,5,5,5,2,2,2,4,2,2,2,2,2,1,2,3,1,1.140789493,0.370388505,0.828303785,0,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
2243,3,2,0.000553095,0,86440,0,1,0,5,0,0,0,0,1,5,5,5,1,5,3,4,3,5,5,4,2,2,2,4,2,2,2,2,2,4,2,2,1,1.050459288,0.239751564,0.976537969,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
2244,26,4,0.711969987,0,64744,0,0,1,3,0,0,1,0,0,3,4,3,4,4,1,1,1,4,2,2,2,2,2,4,2,2,2,2,3,4,2,4,1,-1.95900662,-0.326345027,-1.694923289,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,0,1
2247,45,2,1.095667856,1,76006,1,0,0,3,0,0,1,0,0,3,4,3,5,3,1,1,1,3,1,1,2,2,2,3,2,2,2,2,2,3,3,3,1,-1.782400546,-0.433098265,-0.486154644,0,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,3,0,0,1,3,0,0,1,3,1,0,0,1,1,0,0,1,0,1,0,0,2
2248,34,4,0.413106636,0,27040,0,1,0,2,0,1,0,0,0,1,4,3,3,4,1,1,1,4,4,1,2,2,2,4,2,2,2,2,2,4,3,4,1,0.694685858,0.544174273,0.960279119,1,0,0,1,4,1,1,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,1
2249,15,4,0.418924904,0,46901,0,1,0,1,1,0,0,0,0,1,5,3,4,5,1,1,1,1,4,1,2,2,2,4,2,2,2,2,3,4,2,4,1,0.45485769,-0.823387168,0.227131592,1,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,0,1
2253,36,2,0.500911995,0,43081,0,1,0,2,0,1,0,0,0,2,3,3,4,3,1,1,1,2,4,3,2,2,2,4,2,2,2,2,2,4,2,3,1,0.850985699,0.565400555,0.919485846,0,0,0,1,4,1,1,1,0,0,2,0,4,0,1,2,0,1,2,0,1,0,0,1,0,1,1,0,1,0,2,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,0,1,0,0,2
2256,23,4,0.376494886,0,48015,1,0,0,2,0,1,0,0,0,2,1,5,1,4,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,3,3,3,1,0.081763905,0.777610725,0.076685651,1,1,0,0,2,0,0,1,0,0,2,0,4,0,1,2,0,0,3,1,0,0,0,1,0,1,1,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,0,1
2257,15,2,4.736747428,0,46368,0,1,0,2,0,1,0,0,0,2,5,0,4,3,2,4,1,5,4,3,1,1,3,4,3,1,1,3,3,2,2,4,1,0.135790166,-0.152002483,-0.826104553,1,0,1,0,3,0,0,0,0,0,1,1,1,1,0,1,0,1,2,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,2,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,0,1
2258,48,2,0.814342895,0,23523,0,1,0,1,1,0,0,0,0,1,5,5,5,1,5,1,1,3,5,4,3,3,1,2,2,2,2,1,1,2,2,2,1,-0.44189354,-0.523672238,0.808534594,0,1,0,0,2,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,2,0,0,1,3,0,0,0,1,4
2260,17,2,1.196328368,0,67336,0,0,1,1,1,0,0,0,0,1,5,0,5,2,1,1,2,2,4,4,2,2,2,4,2,2,2,2,2,4,3,4,1,0.54929904,-0.747597021,0.510087764,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,1
2261,3,4,0.038948414,1,85041,0,1,0,4,0,0,0,1,0,4,5,4,2,5,4,4,1,4,4,3,2,2,3,4,3,1,2,3,3,4,2,2,1,-1.252823845,-1.491333912,0.607299821,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,1,2,1,1,0,0,0,1,1,1,0,0,1,3,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,3
2262,5,4,1.32E-07,1,95776,0,1,0,2,0,1,0,0,0,2,5,3,2,5,2,2,2,2,5,3,2,2,2,4,2,2,2,2,2,3,2,4,1,1.414430955,-2.033990227,0.615149366,1,0,0,1,4,0,1,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,2,0,1,0,2,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,0,3
2265,26,2,0.505522002,0,64772,0,1,0,2,0,1,0,0,0,1,1,3,5,4,1,2,1,1,1,1,3,3,2,4,2,2,2,2,2,3,4,3,1,0.663828788,-0.62478315,-0.162813949,0,1,0,0,2,0,0,1,0,0,2,0,4,0,1,2,0,0,3,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,2
2267,45,4,0.444773179,1,78575,0,1,0,5,0,0,0,0,1,4,6,3,4,5,3,5,1,3,3,3,2,2,2,4,2,2,2,2,3,2,2,2,1,-0.617023278,-0.883654579,-0.370594545,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,0,1
2267,45,4,0.444773179,1,78575,0,1,0,5,0,0,0,0,1,4,6,3,4,5,3,5,1,3,3,3,2,2,2,4,2,2,2,2,3,2,2,2,1,-0.617023278,-0.883654579,-0.370594545,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,0,1
