ResponseId,state,empsta,weights,hcity,zip_code,urban,suburban,rural,ext_powerout_impact_wlb,powerout_imp_1,powerout_imp_2,powerout_imp_3,powerout_imp_4,powerout_imp_5,ext_powerout_cope,ext_powerout_likely_repeat,ext_powerout_affect,ext_powerout_lkly_normal_business,ext_powerout_lkly_stay_home,ext_powerout_lkly_seek_shelter,ext_powerout_lkly_social_connection,ext_powerout_lkly_leave_town,ext_powerout_lkly_supplies,ext_powerout_lkly_follow_officials,ext_powerout_lkly_comm_supports,ext_powerout_eating_restaurant,ext_powerout_indoor_restaurant,ext_powerout_food_delivery,ext_powerout_takeout_pickup,ext_powerout_car_travel,ext_powerout_walk_bike_mode,ext_powerout_transit_use,ext_powerout_stay_home,ext_powerout_stay_family_friends,ext_powerout_check_family_friends,ext_powerout_volunteer_community,CR,SE,PR,female,age_3150,age_5165,age_65p,age_cat,edu_bs,bs_grad,white,black,asian,hispanic_raw,hispanic_c,race_cat,in50,in50100,income_cat,hhsize1,hhsize2,hhsize_cat,child,dis_yes,work_out,tcom_no,sa_home,hhveh0,ac_raw,ac_c,PopDens_low,PopDens_medium,PopDens_high,PopDens_cat,EmpDens_low,EmpDens_medium,EmpDens_high,EmpDens_cat,NetworkDensity_low,NetworkDensity_medium,NetworkDensity_high,NetworkDensity_cat,Diversity_low,Diversity_medium,Diversity_high,Diversity_cat,TransitAccess_low,TransitAccess_medium,TransitAccess_high,TransitAccess_cat,NatWalkInd_very_low,NatWalkInd_low,NatWalkInd_high,NatWalkInd_very_high,NatWalkInd_cat
2146,11,4,0.603540298,0,31522,0,1,0,4,0,0,0,1,0,4,5,4,2,4,2,1,3,5,4,3,2,2,2,2,2,2,2,2,4,4,4,0.159285428,0.193793435,-0.545042998,0,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,-9,0,1,0,0,1,0,0,1,3,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,2
2147,10,4,0.772960156,1,32713,0,1,0,1,1,0,0,0,0,2,2,3,4,5,2,3,1,4,5,4,1,1,1,1,1,2,1,3,3,2,3,1.323783693,0.54742994,0.996406734,1,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,0,0,1,3,0,1,0,2,0,1,0,0,2
2148,39,4,1.773053152,0,17050,0,1,0,3,0,0,1,0,0,3,4,4,3,5,1,1,1,5,5,3,2,1,2,2,2,1,1,3,1,2,4,0.677811592,-1.436754372,0.788434381,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,0,3,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,0,3
2151,45,4,0.775678665,1,77072,1,0,0,4,0,0,0,1,0,2,5,4,1,3,2,4,4,5,5,5,1,1,1,1,3,2,2,1,2,2,1,0.391444898,-0.256305679,0.298074339,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,0,3
2153,10,4,0.545198541,1,32803,0,1,0,2,0,1,0,0,0,3,5,2,3,4,2,2,2,4,4,4,1,1,1,1,1,2,1,3,1,2,2,0.042341033,0.008496089,-0.05908686,0,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,1,-9,0,0,1,0,2,0,0,1,3,0,1,0,2,0,0,1,3,0,1,0,2,0,0,0,1,4
2154,34,4,0.474040221,0,27030,0,1,0,3,0,0,1,0,0,3,5,4,1,4,1,1,1,4,4,1,1,1,1,1,2,1,1,2,1,3,1,-1.677091422,-1.579908301,1.04227516,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,0,1
2155,24,2,0.964111058,0,55407,1,0,0,3,0,0,1,0,0,3,6,3,2,5,4,4,3,5,3,3,2,3,2,3,3,2,3,3,3,2,4,-0.287316752,0.062537624,-1.322801613,1,0,1,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,0,1,0,2,0,0,0,1,4
2156,33,2,0.194476109,0,12601,1,0,0,5,0,0,0,0,1,5,5,5,1,5,1,1,1,1,4,1,2,2,2,2,2,2,2,2,3,3,3,-3.404290988,0.315554073,-2.720004427,1,1,0,0,2,1,1,1,0,0,2,0,4,1,0,1,0,0,3,0,0,0,1,1,1,-9,0,0,0,1,3,0,0,1,3,0,1,0,2,0,1,0,2,0,1,0,2,0,1,0,0,2
2157,31,4,0.14768917,0,8759,0,1,0,2,0,1,0,0,0,1,3,3,2,5,3,3,3,4,4,4,1,2,2,3,2,1,1,2,3,2,3,0.470577011,0.426320728,0.148081292,0,0,0,1,4,1,1,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
2161,46,4,0.000479156,0,84790,0,1,0,3,0,0,1,0,0,1,6,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,2,-0.835053103,0.202324118,-1.052379755,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,1,1,-9,0,1,0,0,1,0,0,1,3,0,0,1,3,0,0,1,3,1,0,0,1,0,1,0,0,2
2162,15,4,0.403627899,0,46410,0,1,0,1,1,0,0,0,0,1,6,0,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,3,3,3,0.577962557,-2.371937726,-1.719599853,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,0,1,-9,0,0,1,0,2,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,0,1
2163,19,2,0.750668221,0,70592,0,1,0,2,0,1,0,0,0,3,2,2,2,5,2,2,2,4,4,4,1,1,1,1,1,1,1,3,4,2,2,1.564199472,0.396565151,-0.369247641,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,1,1,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166,23,4,0.310279069,0,49503,1,0,0,2,0,1,0,0,0,3,5,3,2,4,3,3,1,3,3,3,2,2,2,2,2,2,2,2,4,3,4,-0.057249695,-0.855720553,-1.143547499,1,0,0,1,4,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,1,0,0,1,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,0,0,0,1,4
2167,49,2,6.67E-08,0,98640,0,0,1,2,0,1,0,0,0,1,6,0,5,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,-1.959191823,-0.515534131,-0.22408354,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,1,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,48,4,1.927088737,0,24168,0,1,0,2,0,1,0,0,0,3,4,2,3,4,4,4,4,4,4,4,1,3,3,2,3,2,2,3,4,2,2,-0.074001277,0.378619905,0.597478372,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,0,1
2174,48,4,0.238139974,0,24317,0,0,1,4,0,0,0,1,0,3,3,4,3,5,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,3,4,-0.203627014,0.452833445,-0.350525201,1,0,0,1,4,0,1,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2178,11,4,1.249913823,0,31220,0,1,0,3,0,0,1,0,0,3,5,1,2,1,1,2,2,5,5,5,3,3,3,3,3,3,1,3,1,2,2,-1.604831221,-0.320734224,0.761192064,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,3,0,0,1,3,1,0,0,1,1,0,0,0,1
2184,26,2,0.758096977,0,64118,0,1,0,3,0,0,1,0,0,3,2,2,2,4,2,2,2,4,4,4,1,1,1,1,1,2,2,2,2,4,2,-0.122392527,-0.010003529,-0.471229403,1,0,1,0,3,0,0,0,1,0,2,0,2,0,1,2,1,0,1,0,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,0,3
2187,3,4,0.010291135,1,85711,0,1,0,1,1,0,0,0,0,2,4,2,3,4,2,2,1,5,4,3,1,2,2,1,2,1,2,2,1,3,3,-0.493709847,-0.424150216,-0.237825205,1,0,0,1,4,0,1,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,1,1,0,1,0,2,0,0,1,3,1,0,0,1,0,1,0,2,1,0,0,1,0,0,0,1,4
2188,15,4,0.195716831,0,46016,0,1,0,2,0,1,0,0,0,2,4,4,4,4,2,2,2,4,4,2,2,2,2,2,2,2,2,2,3,3,3,-0.751879092,-0.968021051,0.339941406,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,0,0,0,1,1,-9,0,0,1,0,2,0,1,0,2,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,2
2189,45,4,0.681901577,1,78664,0,1,0,2,0,1,0,0,0,2,3,3,3,5,3,3,3,4,4,3,2,2,2,2,2,2,2,2,4,3,3,0.653450593,-0.663808906,-0.51584208,0,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,0,3,0,0,0,0,1,0,1,1,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,0,0,1,0,3
2190,18,4,0.302040491,0,40390,0,0,1,2,0,1,0,0,0,2,4,1,4,3,2,2,2,4,4,3,2,2,2,2,3,2,2,3,4,2,3,-0.003628484,-0.09321205,-0.279465173,1,0,0,1,4,0,1,1,0,0,2,0,4,0,0,0,0,1,2,0,1,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,0,1
2191,3,4,0.028218933,1,85020,1,0,0,1,1,0,0,0,0,2,5,2,4,3,2,2,2,4,4,4,2,2,2,3,2,2,2,3,4,2,2,-0.722852194,0.664854276,-0.774715078,1,0,1,0,3,0,0,1,0,0,2,0,4,0,1,2,0,0,3,0,0,0,0,0,0,-9,0,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,1,0,0,1,0,0,0,1,4
2195,42,2,0.503392178,0,29556,0,1,0,1,1,0,0,0,0,1,2,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,-0.849085224,0.243209007,-1.040977825,1,0,1,0,3,0,1,0,1,0,2,0,2,0,1,2,0,0,3,0,0,0,0,0,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,0,1
2198,11,4,0.215789777,0,30331,0,1,0,1,1,0,0,0,0,1,4,1,4,3,1,1,1,3,3,3,2,1,1,1,2,2,1,2,3,3,3,0.091788606,1.425254691,0.502864827,0,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,2,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,0,3
2200,34,2,1.356749817,0,27025,0,1,0,3,0,0,1,0,0,4,4,3,5,4,2,2,2,4,3,2,2,3,2,3,3,3,2,3,2,2,3,-0.121062246,-0.842288709,-1.141584596,1,0,1,0,3,0,0,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,1
2202,23,2,5.207120605,0,48126,1,0,0,4,0,0,0,1,0,4,5,4,4,5,1,1,2,5,5,4,3,3,3,3,3,3,2,3,1,1,1,-1.29151276,0.085626344,1.552802595,1,0,1,1,4,0,1,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,1,0,-9,0,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,1,0,0,1,0,0,0,1,4
2205,3,4,0.068591692,1,85085,0,1,0,2,0,1,0,0,0,2,3,5,3,5,2,2,4,5,5,4,1,2,2,1,1,1,2,3,2,2,2,0.670534295,0.472146353,0.26399369,1,0,0,1,4,0,1,1,0,0,2,0,4,0,0,3,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
2206,14,4,4.74852608,0,60045,0,1,0,2,0,1,0,0,0,2,4,2,2,4,1,4,2,3,5,4,1,1,3,3,3,2,2,3,2,2,3,0.941340324,-0.555652162,1.019813735,0,0,0,1,4,0,1,1,0,0,2,0,4,0,0,3,1,0,1,0,0,0,0,1,0,-9,0,1,0,0,1,0,1,0,2,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,0,2
2209,45,4,0.474040221,1,76031,0,1,0,3,0,0,1,0,0,4,3,4,2,1,4,2,2,2,4,3,1,3,1,1,2,2,2,1,1,1,1,-0.003096076,-0.643196964,-0.828962376,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
2212,5,4,4.250234485,1,92069,1,0,0,1,1,0,0,0,0,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,0.541987735,-0.605411971,0.582584098,1,0,0,1,4,1,1,1,0,0,2,0,4,0,0,3,0,0,3,0,0,0,0,0,0,1,1,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,0,0,1,0,3
2215,48,4,0.988873144,0,24263,0,0,1,3,0,0,1,0,0,1,4,5,4,5,4,5,4,4,4,4,1,3,2,1,2,2,2,3,2,2,2,0.003139319,-0.386572057,0.245359812,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,0,1,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,0,1
2216,32,4,0.00043405,0,87401,0,1,0,3,0,0,1,0,0,2,4,1,5,3,3,4,2,3,5,5,2,2,2,2,2,2,2,2,3,3,3,-1.442351001,0.743207683,0.029163914,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,0,3,0,1,0,0,0,0,-9,0,1,0,0,1,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,0,0,1,0,3
2218,39,4,0.715593786,0,18017,0,1,0,4,0,0,0,1,0,3,4,3,2,4,4,5,1,4,5,5,2,2,3,1,1,1,1,3,2,2,4,0.290569139,0.604649912,0.533404269,1,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,1,0,0,0,0,-9,0,0,1,0,2,0,0,1,3,1,0,0,1,0,0,1,3,1,0,0,1,0,0,0,1,4
2220,10,4,3.937776171,0,32571,0,1,0,2,0,1,0,0,0,2,5,3,1,3,1,1,1,3,3,1,3,3,2,3,3,2,2,2,4,2,4,0.209898615,-0.060091526,-0.505275192,1,0,0,1,4,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,0,1
2221,45,4,0.196871732,1,77503,0,1,0,3,0,0,1,0,0,2,5,4,3,5,3,3,1,5,5,3,2,2,2,2,2,2,2,2,4,3,4,0.270339415,-0.310380008,-0.6808064,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,0,0,1,3,0,0,1,3,0,0,1,3,1,0,0,1,1,0,0,0,1
2223,24,4,1.52697769,0,55811,0,1,0,1,1,0,0,0,0,1,3,0,5,3,1,1,1,4,3,3,2,2,2,2,2,2,2,2,4,3,4,-0.003127339,-0.338049366,0.215644448,0,0,0,1,4,1,1,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,1,0,-9,0,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,2,1,0,0,1,0,0,1,0,3
2225,45,4,0.21383748,1,77073,0,1,0,5,0,0,0,0,1,5,5,5,2,3,4,4,4,5,5,4,1,1,1,1,2,2,1,3,2,2,4,0.658503743,-1.231655892,-0.797494753,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,0,-9,0,0,1,0,2,0,0,1,3,0,0,1,3,0,0,1,3,1,0,0,1,0,1,0,0,2
2229,48,4,1.775532983,0,24293,0,1,0,3,0,0,1,0,0,2,4,4,5,5,4,5,1,5,5,4,2,2,3,3,2,2,2,3,3,2,4,1.203443891,-1.486437563,-0.202140762,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,0,1,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,0,1
2234,34,4,1.017899408,0,28551,0,0,1,1,1,0,0,0,0,1,4,1,5,5,2,2,1,4,5,5,1,1,1,1,1,1,1,1,1,4,1,1.328076203,-0.846968216,-1.763938126,1,0,0,1,4,0,0,1,0,0,2,0,4,0,0,3,0,0,3,0,1,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,0,1
2238,31,4,1.616482506,0,7675,0,1,0,1,1,0,0,0,0,1,5,0,5,4,1,1,1,2,1,1,1,1,2,1,2,2,2,2,4,2,2,0.741777054,0.179211993,-0.287411413,1,0,0,1,4,0,0,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,3,0,0,1,3,0,0,1,0,3
2243,3,2,0.000553095,0,86440,0,1,0,5,0,0,0,0,1,3,5,4,1,5,1,5,2,5,5,4,2,2,2,2,2,2,2,2,3,3,3,1.050459288,0.239751564,0.976537969,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
2245,20,4,0.696681183,0,4401,0,1,0,2,0,1,0,0,0,2,5,0,5,5,1,1,1,4,5,5,2,2,2,2,2,2,2,2,1,4,3,1.315338316,0.78717213,0.916356431,0,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,0,0,-9,0,0,1,0,2,0,0,1,3,0,1,0,2,0,0,1,3,1,0,0,1,0,1,0,0,2
2246,39,4,0.494296851,0,17020,0,1,0,2,0,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,-0.675051503,0.009855204,-1.378854799,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
2250,42,4,4.704643989,0,29605,0,1,0,5,0,0,0,0,1,4,4,5,1,5,1,3,1,5,5,4,3,3,3,3,3,2,2,2,4,3,3,0.687757461,-0.990367332,0.167434582,1,1,0,0,2,0,0,0,0,0,1,1,1,0,1,2,0,0,3,1,0,0,0,1,0,-9,0,1,0,0,1,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,0,0,1,0,3
2252,24,4,0.51797952,0,56425,0,1,0,1,1,0,0,0,0,1,4,1,4,4,1,1,1,3,4,1,2,2,2,2,2,2,2,2,4,2,2,0.00240447,-0.955140027,0.012845548,1,0,0,1,4,0,1,1,0,0,2,0,4,0,1,2,1,0,1,0,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,0,1
2253,36,2,0.500911995,0,43081,0,1,0,2,0,1,0,0,0,2,3,3,2,4,3,3,2,2,4,3,2,1,1,1,2,2,2,3,3,3,3,0.850985699,0.565400555,0.919485846,0,0,0,1,4,1,1,1,0,0,2,0,4,0,1,2,0,1,2,0,1,0,0,1,0,1,1,0,1,0,2,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,0,1,0,0,2
2254,7,4,0.340058495,0,6405,0,1,0,3,0,0,1,0,0,1,5,5,5,5,3,3,3,5,5,3,2,2,2,2,2,2,2,3,3,2,3,1.181220065,-0.696518809,0.354385665,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,1,0,-9,0,1,0,0,1,0,1,0,2,0,1,0,2,0,1,0,2,0,1,0,2,0,1,0,0,2
2257,15,2,4.736747428,0,46368,0,1,0,2,0,1,0,0,0,2,4,1,4,4,1,2,1,4,4,3,2,1,3,1,3,2,2,3,2,2,4,0.135790166,-0.152002483,-0.826104553,1,0,1,0,3,0,0,0,0,0,1,1,1,1,0,1,0,1,2,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,2,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,0,1
2260,17,2,1.196328368,0,67336,0,0,1,1,1,0,0,0,0,1,5,0,5,5,1,1,1,2,4,3,2,2,2,2,2,2,2,2,4,3,3,0.54929904,-0.747597021,0.510087764,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,1
2264,50,4,0.090110644,0,25705,0,1,0,3,0,0,1,0,0,2,5,3,4,5,2,1,1,4,4,1,2,1,3,2,1,1,1,3,4,2,4,-1.867289081,-1.13026969,0.35471819,1,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,1,0,1,0,1,0,0,0,1,-9,0,0,1,0,2,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,0,1,0,0,2
2266,48,2,0.706658132,0,23225,0,1,0,2,0,1,0,0,0,3,6,1,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,-0.471901673,-0.215296533,-1.173655757,1,0,1,0,3,1,1,0,1,0,2,0,2,0,1,2,0,0,3,1,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,0,0,1,0,3
2275,23,4,0.465906161,0,49349,0,0,1,2,0,1,0,0,0,2,3,1,4,5,1,3,1,3,4,3,2,2,2,2,1,2,2,2,3,2,4,0.401109326,-0.266968587,0.249879582,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,0,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
2276,18,4,0.875576488,0,41102,0,1,0,3,0,0,1,0,0,5,2,5,4,4,1,1,1,1,5,1,1,1,1,1,2,2,1,2,1,1,1,-0.203693531,-1.794901394,-1.528358672,0,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,0,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,1
2278,10,4,0.571215872,0,32694,0,0,1,1,1,0,0,0,0,1,1,0,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,0.686773454,-0.403767685,-0.6491669,1,0,1,0,3,0,0,0,1,0,2,0,2,1,0,1,0,0,3,1,0,0,0,0,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,0,1
2279,39,4,0.641077056,0,17502,0,1,0,2,0,1,0,0,0,3,4,3,2,5,2,5,4,5,5,3,2,2,2,2,2,2,2,2,2,2,4,0.506019219,-0.567261679,-0.454834621,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,0,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
2280,51,4,0.211501651,0,53704,0,1,0,3,0,0,1,0,0,2,3,2,3,4,4,2,1,3,4,3,1,1,1,3,1,3,3,3,1,2,2,-0.591141275,-0.197870893,-0.08808137,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,0,1,-9,0,0,1,0,2,0,0,1,3,0,1,0,2,0,0,1,3,1,0,0,1,0,0,0,1,4
2281,33,4,0.719732307,0,14075,0,1,0,3,0,0,1,0,0,2,5,4,4,5,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,-1.724394746,-1.140713319,-0.431427371,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,0,0,1,0,3
2282,20,4,0.20558756,0,4472,0,0,1,4,0,0,0,1,0,2,5,5,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,4,4,4,0.905537468,-0.879476356,-0.019250632,1,1,0,0,2,1,1,1,0,0,2,0,4,1,0,1,0,0,3,1,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
2283,10,4,0.15711231,0,32225,0,1,0,3,0,0,1,0,0,2,5,4,3,4,3,3,3,4,4,4,1,1,1,1,2,2,1,2,1,3,1,0.359636195,-0.032554015,-0.200989122,0,0,0,1,4,1,1,1,0,0,2,0,4,1,0,1,0,0,3,0,0,0,0,1,0,1,1,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,0,1,0,0,2
2289,34,4,0.352849311,0,28270,0,1,0,3,0,0,1,0,0,3,4,3,3,4,2,2,2,3,4,3,3,3,3,2,2,1,2,3,1,2,3,0.273860733,0.221662966,-0.099455411,0,0,0,1,4,1,1,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,1,0,0,1,0,0,1,3,0,1,0,2,1,0,0,1,0,1,0,0,2
2290,3,4,0.019003457,1,85326,0,1,0,1,1,0,0,0,0,1,5,2,5,2,2,5,1,4,5,4,3,3,3,3,3,2,2,1,4,2,2,0.506996071,0.975423682,0.417132995,1,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,0,3,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
2291,39,4,0.461227565,0,18969,0,1,0,1,1,0,0,0,0,2,4,3,2,5,2,2,1,3,4,3,2,2,2,1,1,1,1,3,4,2,4,0.139786652,0.095385209,-0.196217754,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,0,1,0,0,2
2296,1,4,3.999007364,0,35620,0,0,1,1,1,0,0,0,0,2,3,0,4,5,2,3,3,5,5,5,2,2,2,2,2,2,2,2,3,3,4,0.42335,-0.12901836,0.758155545,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
