ResponseId,state,empsta,weights,hcity,zip_code,urban,suburban,rural,ext_flooding_impact_wlb,flooding_imp_1,flooding_imp_2,flooding_imp_3,flooding_imp_4,flooding_imp_5,ext_flooding_cope,ext_flooding_likely_repeat,ext_flooding_affect,ext_flooding_lkly_normal_business,ext_flooding_lkly_stay_home,ext_flooding_lkly_seek_shelter,ext_flooding_lkly_social_connection,ext_flooding_lkly_leave_town,ext_flooding_lkly_supplies,ext_flooding_lkly_follow_officials,ext_flooding_lkly_comm_supports,ext_flooding_wfh,ext_flooding_car_travel,ext_flooding_walk_bike_mode,ext_flooding_transit_use,ext_flooding_stay_home,ext_flooding_stay_family_friends,ext_flooding_check_family_friends,ext_flooding_volunteer_community,CR,SE,PR,female,age_3150,age_5165,age_65p,age_cat,edu_bs,bs_grad,white,black,asian,hispanic_raw,hispanic_c,race_cat,in50,in50100,income_cat,hhsize1,hhsize2,hhsize_cat,child,dis_yes,work_out,tcom_no,sa_home,hhveh0,ac_raw,ac_c,PopDens_low,PopDens_medium,PopDens_high,PopDens_cat,EmpDens_low,EmpDens_medium,EmpDens_high,EmpDens_cat,NetworkDensity_low,NetworkDensity_medium,NetworkDensity_high,NetworkDensity_cat,Diversity_low,Diversity_medium,Diversity_high,Diversity_cat,TransitAccess_low,TransitAccess_medium,TransitAccess_high,TransitAccess_cat,NatWalkInd_very_low,NatWalkInd_low,NatWalkInd_high,NatWalkInd_very_high,NatWalkInd_cat
2173,49,4,0.065248943,0,98373,0,1,0,4,0,0,0,1,0,3,6,2,1,1,5,5,5,5,5,5,2,1,1,2,2,3,3,3,-0.64876646,0.810382418,0.220455336,0,0,1,0,3,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,1,0,0,0,1,-9,0,0,1,0,2,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,0,0,1,0,3
2176,36,4,3.290091801,0,45123,0,1,0,1,1,0,0,0,0,1,1,0,5,5,2,1,1,4,4,3,3,2,1,2,3,4,2,1,-0.885124107,0.178032134,1.022686692,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,0,0,0,1,0,-9,0,1,0,0,1,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,0,1
2190,18,4,0.302040491,0,40390,0,0,1,1,1,0,0,0,0,2,2,1,2,5,3,2,2,3,4,3,2,2,2,2,2,4,2,4,-0.003628484,-0.09321205,-0.279465173,1,0,0,1,4,0,1,1,0,0,2,0,4,0,0,0,0,1,2,0,1,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,0,1
2191,3,4,0.028218933,1,85020,1,0,0,2,0,1,0,0,0,2,3,3,2,2,4,3,4,5,5,5,2,2,1,1,2,1,3,3,-0.722852194,0.664854276,-0.774715078,1,0,1,0,3,0,0,1,0,0,2,0,4,0,1,2,0,0,3,0,0,0,0,0,0,-9,0,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,1,0,0,1,0,0,0,1,4
2192,31,4,0.12481433,0,7626,0,0,0,2,0,1,0,0,0,3,6,1,4,5,1,1,1,2,4,4,2,1,2,2,3,1,2,3,0.454563824,-0.71169547,0.931829186,1,0,0,1,4,1,1,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2196,36,4,0.507257844,0,44053,0,1,0,3,0,0,1,0,0,2,4,3,4,4,4,5,4,4,4,4,2,1,1,2,3,2,2,2,0.999777076,1.390897187,0.719030836,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,1,0,-9,0,0,1,0,2,1,0,0,1,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,0,1
2197,47,4,0.987272814,0,5843,0,0,1,4,0,0,0,1,0,3,3,3,1,5,5,1,1,5,5,5,2,2,2,2,3,1,2,2,1.418651786,-1.673881692,1.171017816,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,1
2199,37,4,10.87824252,0,73071,0,1,0,2,0,1,0,0,0,4,5,3,3,3,4,5,3,5,5,4,3,1,1,1,3,1,2,2,-0.098367615,-0.813436464,-0.026426003,1,1,0,0,2,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,0,0,-9,0,0,1,0,2,0,0,1,3,1,0,0,1,0,1,0,2,1,0,0,1,0,0,1,0,3
2206,14,4,4.74852608,0,60045,0,1,0,2,0,1,0,0,0,1,1,1,5,3,1,1,1,4,5,4,2,1,1,1,3,3,2,3,0.941340324,-0.555652162,1.019813735,0,0,0,1,4,0,1,1,0,0,2,0,4,0,0,3,1,0,1,0,0,0,0,1,0,-9,0,1,0,0,1,0,1,0,2,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,0,2
2207,11,4,0.24121284,0,30066,0,1,0,1,1,0,0,0,0,3,4,4,1,5,2,1,3,4,3,3,2,2,2,2,3,4,4,4,-1.233677753,-1.710598446,-1.448187138,1,0,1,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,1,0,-9,0,1,0,0,1,0,1,0,2,0,0,1,3,0,0,1,3,1,0,0,1,1,0,0,0,1
2215,48,4,0.988873144,0,24263,0,0,1,2,0,1,0,0,0,2,4,5,2,4,4,2,4,4,4,4,2,2,2,2,3,2,2,2,0.003139319,-0.386572057,0.245359812,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,0,1,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,0,1
2224,10,4,0.983006665,0,34787,0,1,0,1,1,0,0,0,0,1,5,3,3,5,1,1,3,3,5,3,2,1,1,1,3,4,3,2,-0.235127343,0.723417055,-0.425868734,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,3,0,0,1,3,1,0,0,1,0,1,0,0,2
2226,26,2,1.307983629,0,63965,0,0,1,5,0,0,0,0,1,3,4,3,5,5,1,1,1,3,3,3,2,2,2,2,2,4,4,4,-1.16999615,-1.395771601,2.308660005,0,0,1,0,3,0,0,0,1,0,2,0,2,0,1,2,1,0,1,0,0,0,1,1,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,1
2232,28,4,0.259506954,0,68112,0,1,0,2,0,1,0,0,0,2,3,3,3,3,1,1,1,4,4,4,2,2,2,2,3,4,2,3,0.176795878,-0.422740244,0.163188455,1,0,1,0,3,0,0,0,1,0,2,0,2,1,0,1,0,0,3,1,0,0,0,0,1,-9,0,0,1,0,2,0,1,0,2,1,0,0,1,0,1,0,2,1,0,0,1,0,0,1,0,3
2236,33,2,3.224800548,0,10128,1,0,0,2,0,1,0,0,0,3,4,3,2,4,3,2,4,5,5,4,2,1,1,2,3,3,2,2,0.49457445,0.667166483,-0.01277231,1,0,0,1,4,0,1,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,1,0,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,0,3
2237,39,4,0.927081116,0,15132,1,0,0,1,1,0,0,0,0,1,5,1,4,5,1,1,1,4,4,3,2,2,1,1,3,3,3,4,0.459539601,-1.819171574,-0.277523042,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,0,1,-9,0,0,0,1,3,0,1,0,2,1,0,0,1,0,1,0,2,1,0,0,1,0,0,0,1,4
2238,31,4,1.616482506,0,7675,0,1,0,1,1,0,0,0,0,1,5,1,4,3,1,1,1,2,2,1,2,1,2,2,2,4,3,4,0.741777054,0.179211993,-0.287411413,1,0,0,1,4,0,0,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,3,0,0,1,3,0,0,1,0,3
2250,42,4,4.704643989,0,29605,0,1,0,3,0,0,1,0,0,1,3,3,5,5,2,1,1,5,4,5,2,1,1,2,2,4,3,3,0.687757461,-0.990367332,0.167434582,1,1,0,0,2,0,0,0,0,0,1,1,1,0,1,2,0,0,3,1,0,0,0,1,0,-9,0,1,0,0,1,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,0,0,1,0,3
2251,51,4,0.151820005,0,53555,0,1,0,1,1,0,0,0,0,1,2,1,4,3,1,1,1,4,4,4,2,2,2,2,3,4,2,2,-0.021556334,-0.42431579,0.06132215,0,0,0,1,4,0,1,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,0,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,0,1
2256,23,4,0.376494886,0,48015,1,0,0,3,0,0,1,0,0,1,4,5,4,5,5,5,5,5,5,5,2,2,2,2,2,3,3,3,0.081763905,0.777610725,0.076685651,1,1,0,0,2,0,0,1,0,0,2,0,4,0,1,2,0,0,3,1,0,0,0,1,0,1,1,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,0,1
2263,14,2,1.355399601,0,60637,1,0,0,3,0,0,1,0,0,2,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2,3,3,3,0.781097635,1.370105223,0.516297497,0,0,1,0,3,0,0,0,1,0,2,0,2,0,1,2,1,0,1,0,0,0,1,0,0,-9,0,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,0,0,1,3,0,0,0,1,4
2266,48,2,0.706658132,0,23225,0,1,0,1,1,0,0,0,0,1,6,1,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,-0.471901673,-0.215296533,-1.173655757,1,0,1,0,3,1,1,0,1,0,2,0,2,0,1,2,0,0,3,1,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,0,0,1,0,3
2269,31,2,0.523775193,0,8260,0,1,0,2,0,1,0,0,0,1,4,3,2,5,3,3,4,5,5,3,2,1,1,2,2,2,2,3,0.789397088,-1.257335626,-0.949951206,1,0,1,0,3,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,1,1,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,3,1,0,0,1,0,0,0,1,4
2270,13,4,43.87478752,0,83401,0,1,0,2,0,1,0,0,0,2,3,2,3,5,3,3,1,4,3,3,2,2,2,2,2,4,4,4,-1.274593782,-1.581761818,-1.286753992,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,0,0,-9,0,0,1,0,2,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,0,1
2273,23,4,0.65794222,0,48858,0,1,0,1,1,0,0,0,0,1,3,2,5,5,3,5,1,5,5,4,2,2,2,2,2,4,4,1,0.885690063,-0.524930909,-0.289558958,0,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,0,1,-9,0,0,1,0,2,0,0,1,3,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,0,1
2276,18,4,0.875576488,0,41102,0,1,0,3,0,0,1,0,0,3,3,5,4,5,1,1,1,1,5,1,2,2,2,1,2,1,1,1,-0.203693531,-1.794901394,-1.528358672,0,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,0,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,1
2287,51,4,0.826535989,0,53806,0,0,1,1,1,0,0,0,0,1,4,0,5,3,1,1,1,1,1,1,2,2,2,2,2,4,4,4,0.717536117,-0.528435624,0.878944962,0,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,0,1
2310,39,4,0.686424046,0,15824,0,1,0,3,0,0,1,0,0,1,1,0,5,3,4,5,5,4,5,5,2,2,2,2,2,3,3,3,0.920747889,-0.399991416,0.193941482,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,1
2318,44,4,2.732890181,0,38464,0,1,0,3,0,0,1,0,0,3,3,4,1,4,4,3,3,3,3,3,2,2,2,2,2,3,3,4,-0.981023355,0.026495335,-0.873705415,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,0,1
2322,5,4,0.017164602,0,95356,1,0,0,2,0,1,0,0,0,3,1,2,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,-1.000939542,-0.168659986,-1.838467194,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,1,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,0,3
2327,37,4,0.43905839,0,73080,0,1,0,2,0,1,0,0,0,3,1,0,4,5,3,1,1,4,5,2,2,3,2,2,3,4,2,4,0.652888109,0.497507657,-1.219280102,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,1,0,-9,0,1,0,0,1,0,1,0,2,0,0,1,3,0,0,1,3,1,0,0,1,0,1,0,0,2
2331,36,4,0.190218257,0,45449,0,1,0,1,1,0,0,0,0,1,1,1,4,4,4,4,2,4,4,4,2,1,1,1,3,2,2,2,-0.064422851,0.160865174,0.054625088,1,0,0,1,4,0,1,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,0,0,1,0,3
2336,11,2,0.727295657,0,30549,0,0,1,3,0,0,1,0,0,2,3,3,4,4,3,3,3,4,3,4,2,2,2,2,2,3,3,3,0.031104249,-0.326909034,-0.564058113,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,0,3,0,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
2337,28,2,0.211343661,0,68763,0,1,0,3,0,0,1,0,0,3,3,5,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,-0.678635778,0.20221516,-0.899538341,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,1,0,0,0,0,-9,0,1,0,0,1,0,1,0,2,1,0,0,1,0,0,1,3,1,0,0,1,0,1,0,0,2
2339,36,2,1.151685415,0,43512,0,1,0,1,1,0,0,0,0,1,3,0,5,1,2,2,2,5,4,4,2,2,2,2,3,4,2,4,0.926393811,-1.156808355,-0.831729911,1,0,1,0,3,1,1,1,0,0,2,0,4,0,1,2,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,0,1
2347,11,2,1.47231011,0,30034,0,1,0,1,1,0,0,0,0,1,2,3,4,3,4,4,5,4,4,4,1,1,2,2,2,2,2,2,-2.020569072,0.773055325,1.981839374,0,0,1,0,3,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,0,0,1,0,1,-9,0,0,1,0,2,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,0,1,0,0,2
2359,10,4,0.048803202,1,33777,0,1,0,1,1,0,0,0,0,2,6,4,2,2,3,1,5,3,5,5,2,2,2,3,2,4,2,2,0.56252855,-0.818693879,-0.910776425,0,0,1,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,0,1,-9,0,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,1,0,0,1,0,3
2360,10,4,2.415759901,0,33870,0,1,0,2,0,1,0,0,0,3,3,3,2,4,3,4,1,4,5,5,2,1,3,2,3,2,2,4,-0.0539311,-1.980764415,-0.989302351,0,1,0,0,2,0,0,1,0,0,1,1,1,1,0,1,0,0,3,1,0,0,0,0,0,-9,0,1,0,0,1,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,1,1,0,0,0,1
2372,5,2,2.868304136,0,90057,1,0,0,3,0,0,1,0,0,2,2,0,3,5,3,3,2,2,2,2,2,2,2,2,3,1,1,1,-0.620131034,0.905761967,-0.969906331,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,2,0,0,3,0,0,0,1,0,0,-9,0,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,0,0,1,3,0,0,0,1,4
2374,10,4,0.189651798,0,32210,0,1,0,2,0,1,0,0,0,1,5,4,3,5,5,5,5,5,5,5,2,1,1,1,3,2,2,2,1.236825143,-0.099374798,0.693293062,1,0,0,1,4,0,0,0,1,0,2,0,2,1,0,1,0,0,3,0,0,0,0,0,0,-9,0,0,1,0,2,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,0,3
2377,14,4,1.374159597,0,60418,0,1,0,1,1,0,0,0,0,3,1,3,1,4,2,1,1,1,1,1,1,1,1,2,1,1,1,1,0.181433311,-0.441294699,-0.960072176,1,0,0,1,4,0,0,1,0,0,2,0,4,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1,3,1,0,0,1,0,1,0,2,0,1,0,2,0,0,1,0,3
2384,14,4,1.175605282,0,61036,0,1,0,2,0,1,0,0,0,2,4,4,2,5,1,1,1,2,4,3,2,2,2,2,2,4,4,4,0.011144625,-0.932295314,-0.206854032,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,0,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,1
2387,6,2,0.010880454,0,80205,1,0,0,3,0,0,1,0,0,3,3,3,4,4,4,3,3,3,3,3,1,1,1,1,1,1,1,1,-1.646165088,0.726499077,-0.707459265,0,0,0,0,1,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,-9,0,0,0,1,3,0,0,1,3,1,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,4
2389,23,2,0.683366542,0,48103,0,1,0,3,0,0,1,0,0,2,4,3,4,3,4,2,2,4,5,4,2,2,2,2,2,3,3,3,-1.142363829,1.180636668,-1.266272355,0,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,1,0,1,-9,0,0,1,0,2,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,0,0,1,0,3
2390,16,2,3.853966012,0,50158,0,1,0,2,0,1,0,0,0,3,2,2,3,3,2,2,2,4,4,4,2,1,3,2,2,4,2,2,0.217420736,0.826453612,-0.099694734,1,0,1,0,3,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,1,0,0,1,0,1,0,2,1,0,0,1,0,0,1,0,3
2400,23,4,0.498264397,0,48186,0,1,0,5,0,0,0,0,1,3,5,4,4,4,2,2,2,5,5,5,2,2,1,1,3,4,2,4,-0.125672681,-1.305854664,-0.216721132,1,0,1,0,3,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,1,0,0,0,0,-9,0,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
2402,48,4,1.3622384,0,22932,0,0,1,2,0,1,0,0,0,3,5,3,2,4,1,3,2,4,3,3,3,2,2,1,2,4,2,2,-0.325590109,-0.223926651,0.351654491,0,0,1,0,3,0,0,0,1,0,2,0,2,1,0,1,0,0,3,0,0,0,0,0,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,1
2404,11,4,1.832718714,0,31406,0,1,0,1,1,0,0,0,0,2,4,1,4,5,2,2,2,4,5,4,2,2,2,2,2,3,3,3,0.237543685,-0.153814697,-0.354738031,1,0,0,1,4,0,0,0,0,0,2,0,5,1,0,1,1,0,1,0,0,0,0,1,0,-9,0,0,1,0,2,0,0,1,3,0,0,1,3,1,0,0,1,1,0,0,1,0,0,1,0,3
2405,24,4,0.480923729,0,55987,1,0,0,2,0,1,0,0,0,3,4,3,3,4,2,2,2,4,4,4,2,2,1,2,3,1,2,2,0.436305676,0.221382601,-0.339937995,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,0,3,0,1,0,0,0,0,1,1,0,0,1,3,0,0,1,3,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,2
2407,16,2,1.737081608,0,52729,0,0,1,1,1,0,0,0,0,2,4,1,4,4,4,4,4,4,4,4,2,2,2,2,2,3,3,3,1.013252358,-0.226746052,-1.360851212,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,1
2408,44,4,1.108679692,0,37323,0,1,0,1,1,0,0,0,0,1,2,1,4,4,2,2,2,4,3,3,2,2,2,2,2,4,3,4,-0.141827359,-0.319948323,-0.734006529,1,1,0,0,2,0,0,1,0,0,2,0,4,0,1,2,0,0,3,1,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,0,1
2414,18,4,0.414928219,0,42330,0,0,1,4,0,0,0,1,0,3,6,5,4,5,3,3,1,5,4,3,2,2,3,2,3,4,2,4,-0.947288186,-0.28816011,-0.572566765,1,1,0,0,2,0,0,1,0,0,2,0,4,0,0,0,0,1,2,1,0,0,0,1,1,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
2429,48,2,0.419201446,0,23503,0,1,0,3,0,0,1,0,0,2,4,4,2,5,3,5,4,5,5,4,2,1,1,1,3,2,2,1,1.022346347,0.614124634,0.341135942,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,0,3,0,0,0,1,0,0,1,1,0,0,1,3,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,1,0,0,1,0,3
2431,34,4,0.537855899,0,28303,0,1,0,2,0,1,0,0,0,3,5,3,1,4,4,3,2,5,5,3,2,2,2,2,3,4,2,2,0.767219889,-0.554499008,1.244066241,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,0,1,-9,0,1,0,0,1,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,0,1,0,0,2
2435,26,4,1.684608362,0,65265,0,1,0,2,0,1,0,0,0,2,2,1,2,4,2,3,4,3,4,4,1,2,3,3,3,3,2,2,0.105302479,-0.122662786,-0.407855119,0,0,1,0,3,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,0,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,1
2438,16,4,0.461235833,0,51501,0,1,0,3,0,0,1,0,0,4,3,4,2,5,4,3,1,4,5,5,2,2,1,2,2,4,4,4,-1.786318677,0.341525975,-0.44931137,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,2,0,1,0,2,0,0,1,3,0,0,1,3,1,0,0,1,0,1,0,0,2
2451,23,2,1.729280672,0,48227,0,1,0,4,0,0,0,1,0,2,4,5,1,1,5,5,1,5,5,5,3,1,1,1,3,2,2,2,0.955622461,1.503924054,0.792778726,1,1,0,0,2,0,0,0,1,0,1,1,1,0,0,3,0,0,3,1,0,0,0,1,0,1,1,0,0,1,3,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,0,3
2454,31,4,0.229068041,0,7470,0,1,0,2,0,1,0,0,0,2,3,2,4,4,3,3,3,4,4,4,2,1,2,2,2,4,3,3,0.14271699,0.68890597,-0.273879555,0,0,0,1,4,0,1,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,0,0,1,3,0,1,0,2,0,1,0,2,0,1,0,2,0,0,1,0,3
2457,5,3,0.000116129,0,90029,1,0,0,1,1,0,0,0,0,5,5,2,5,5,3,3,4,5,3,4,2,2,2,2,2,3,3,3,0.038056131,-0.074636029,0.725728245,1,1,0,0,2,0,0,0,1,0,2,0,2,1,0,1,0,1,2,1,0,0,0,1,0,1,1,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,0,1,4
2459,4,2,0.61340564,0,72204,0,1,0,2,0,1,0,0,0,4,2,2,2,2,4,5,4,5,3,4,2,2,2,2,2,3,3,3,1.313400166,0.603905095,0.498464044,1,1,0,0,2,0,0,0,1,0,2,0,2,0,1,2,0,1,2,1,0,0,1,0,0,1,1,0,1,0,2,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,1,0,0,0,1,4
2460,45,2,0.812450661,0,76654,0,0,1,1,1,0,0,0,0,1,3,2,2,4,2,1,1,4,4,1,2,1,1,2,2,4,2,4,-0.850612964,-0.743966464,1.39651688,1,1,0,0,2,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
2461,16,4,0.879611789,0,50036,0,1,0,1,1,0,0,0,0,2,3,1,4,2,1,1,1,2,5,4,2,2,2,2,2,4,3,4,0.694177893,-0.429249814,-0.756010716,0,0,0,1,4,0,0,0,0,0,2,0,5,1,0,1,0,1,2,0,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,1
2462,5,2,3.46E-05,1,95843,0,1,0,2,0,1,0,0,0,2,1,0,4,4,4,4,1,4,1,1,3,1,3,3,3,1,2,1,-3.531135014,0.819774704,1.979077559,0,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,3,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,1,0,0,1,0,3
2463,24,4,0.908278818,0,55906,0,1,0,3,0,0,1,0,0,2,3,1,4,2,1,1,1,4,4,4,2,1,2,2,3,1,3,3,1.042180037,1.794799134,0.261243568,1,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,0,1
2464,10,2,1.497479512,1,32808,0,1,0,5,0,0,0,0,1,1,5,5,5,4,5,4,5,4,5,4,3,2,3,2,3,3,2,3,0.60007396,0.747439143,0.76863066,0,0,1,0,3,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,1,0,-9,0,0,0,1,3,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,0,0,1,0,3
2468,42,2,1.703134181,0,29569,0,0,1,3,0,0,1,0,0,1,4,3,4,5,2,2,2,5,5,4,2,2,1,2,3,1,2,1,1.292790209,1.035656625,0.950605713,0,1,0,0,2,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
