ResponseId,state,empsta,weights,hcity,zip_code,urban,suburban,rural,ext_cold_impact_wlb,cold_imp_1,cold_imp_2,cold_imp_3,cold_imp_4,cold_imp_5,ext_cold_cope,ext_cold_likely_repeat,ext_cold_affect,ext_cold_lkly_normal_business,ext_cold_lkly_stay_home,ext_cold_lkly_seek_shelter,ext_cold_lkly_social_connection,ext_cold_lkly_leave_town,ext_cold_lkly_supplies,ext_cold_lkly_follow_officials,ext_cold_lkly_comm_supports,ext_cold_indoor_restaurant,ext_cold_takeout_pickup,ext_cold_food_delivery,ext_cold_public_indoors,ext_cold_wfh,ext_cold_commute,ext_cold_car_travel,ext_cold_transit_use,ext_cold_stay_home,ext_cold_stay_family_friends,ext_cold_check_family_friends,ext_cold_volunteer_community,CR,SE,PR,female,age_3150,age_5165,age_65p,age_cat,edu_bs,bs_grad,white,black,asian,hispanic_raw,hispanic_c,race_cat,in50,in50100,income_cat,hhsize1,hhsize2,hhsize_cat,child,dis_yes,work_out,tcom_no,sa_home,hhveh0,ac_raw,ac_c,PopDens_low,PopDens_medium,PopDens_high,PopDens_cat,EmpDens_low,EmpDens_medium,EmpDens_high,EmpDens_cat,NetworkDensity_low,NetworkDensity_medium,NetworkDensity_high,NetworkDensity_cat,Diversity_low,Diversity_medium,Diversity_high,Diversity_cat,TransitAccess_low,TransitAccess_medium,TransitAccess_high,TransitAccess_cat,NatWalkInd_very_low,NatWalkInd_low,NatWalkInd_high,NatWalkInd_very_high,NatWalkInd_cat
2012,3,2,0.031095858,1,85030,1,0,0,4,0,0,0,1,0,2,5,4,3,4,4,5,4,4,3,5,2,2,2,3,2,3,2,2,2,4,3,3,0.801573108,1.031571984,-0.598372773,0,1,0,0,2,1,1,1,0,0,2,0,4,0,0,3,0,0,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3,2,0.099063685,1,85203,0,1,0,3,0,0,1,0,0,3,2,2,4,4,5,4,4,5,4,4,2,3,3,2,3,1,3,1,2,2,3,3,0.484630856,0.888793733,0.301230262,0,1,0,0,2,1,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,1,0,1,1,0,0,1,3,0,1,0,2,0,1,0,2,0,0,1,3,0,0,1,3,0,0,0,1,4
2020,3,2,0.031801875,1,85030,1,0,0,4,0,0,0,1,0,1,5,4,4,5,4,5,4,5,3,4,3,1,3,3,2,1,2,2,2,1,3,2,0.115754107,0.954220772,-0.600045981,0,1,0,0,2,1,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,3,2,0.081553518,1,85035,0,1,0,2,0,1,0,0,0,3,2,2,4,4,5,3,4,5,4,4,2,2,3,2,3,1,3,1,2,2,3,3,-0.121461501,1.168187975,0.367889084,0,1,0,0,2,1,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,1,0,1,1,0,0,1,3,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,0,3
2029,3,2,0.020220589,1,85001,1,0,0,3,0,0,1,0,0,2,4,4,4,4,3,4,4,4,3,3,1,1,2,1,3,1,3,1,3,3,2,2,0.249992522,0.906626664,0.189002807,0,1,0,0,2,1,1,1,0,0,2,0,4,0,1,2,0,0,3,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,3,4,0.025348174,1,85208,0,1,0,3,0,0,1,0,0,3,4,5,2,4,1,1,1,4,4,1,3,2,2,4,2,2,1,2,3,3,2,4,-1.162290618,1.120913831,0.190228126,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,0,1,0,0,2
2031,3,4,0.216353096,1,85296,0,1,0,2,0,1,0,0,0,3,1,0,4,3,2,2,1,4,5,4,1,2,2,4,2,2,1,2,3,4,2,4,0.727865648,-0.577163968,-0.3649844,1,0,0,1,4,0,0,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,1,0,1,1,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,0,1,0,0,2
2035,3,4,0.031660246,1,85297,0,1,0,1,1,0,0,0,0,1,1,0,5,4,1,1,1,5,4,4,2,2,2,4,2,2,2,2,3,4,2,3,-0.208939255,-0.400118171,0.14853032,0,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,1,1,0,0,1,3,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,1,0,1,0,0,2
2036,3,2,1.022063715,1,85374,0,1,0,1,1,0,0,0,0,2,1,1,4,4,1,1,1,4,4,2,2,2,2,4,3,1,2,2,3,4,2,4,-0.046620461,-0.182362749,0.505447549,0,0,1,0,3,0,1,0,0,0,1,1,1,0,0,3,0,1,2,0,0,0,1,1,0,1,1,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,0,1
2037,3,2,0.181670769,1,85262,0,1,0,4,0,0,0,1,0,1,1,0,4,2,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,4,3,3,0.278893311,0.265703173,0.054644648,0,0,1,1,4,0,0,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
2038,3,4,0.045162368,1,85390,0,1,0,2,0,1,0,0,0,2,4,3,4,5,1,4,1,4,4,3,2,2,2,2,2,2,1,2,3,1,2,4,0.634628116,1.192081574,-0.729788667,0,0,1,0,3,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,1
2047,49,2,0.036267672,0,98118,0,1,0,4,0,0,0,1,0,2,4,4,5,4,3,4,3,5,3,4,3,1,2,2,1,3,3,1,1,2,1,2,-0.318938507,0.563425101,-0.354740689,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,0,0,-9,0,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,4
2049,18,2,0.059324327,1,85001,1,0,0,3,0,0,1,0,0,2,4,3,3,5,2,2,1,4,5,5,3,1,2,2,3,1,1,1,1,1,1,1,0.936757809,0.649265871,0.257371481,0,0,0,0,1,1,1,1,0,0,2,0,4,0,1,2,0,0,3,1,0,1,1,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,3,4,0.008982881,1,85024,0,1,0,3,0,0,1,0,0,2,1,3,4,5,1,4,1,5,5,4,3,2,3,4,2,2,3,2,3,3,2,4,0.710988545,0.090882523,0.691444366,1,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,1,0,1,0,0,0,0,1,1,-9,0,0,0,1,3,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,0,0,1,0,3
2051,3,2,0.16276749,1,85254,0,1,0,2,0,1,0,0,0,1,1,0,5,2,1,1,1,2,5,1,2,2,2,3,2,2,2,2,2,3,3,3,1.689913209,0.723492094,0.54846427,0,0,0,1,4,0,1,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,0,0,-9,0,0,1,0,2,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,0,0,1,0,3
2052,3,2,0.063865254,1,85014,1,0,0,1,1,0,0,0,0,1,1,0,5,4,1,1,1,1,2,1,2,2,2,3,2,2,2,2,2,3,2,3,-2.019817021,0.157222725,1.985287289,0,0,1,0,3,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,1,0,0,1,0,1,1,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,0,1,0,2,0,0,0,1,4
2056,3,4,0.006365429,1,85345,0,1,0,5,0,0,0,0,1,3,1,0,1,5,1,3,3,4,4,4,1,2,2,1,3,1,1,1,3,1,2,4,-0.2384012,-0.641680318,0.291655468,1,0,1,0,3,0,0,0,1,0,2,0,2,1,0,1,0,1,2,0,1,0,0,0,0,-9,0,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,1,0,0,1,0,3
2062,3,4,0.003529302,1,85029,1,0,0,5,0,0,0,0,1,3,1,4,1,5,1,1,4,5,5,1,2,2,2,4,2,2,2,1,3,4,2,4,-2.138432859,-1.222669871,-1.344889078,1,1,0,0,2,1,1,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,0,1,1,1,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,0,0,0,1,4
2063,3,3,0.029674312,1,85035,0,1,0,2,0,1,0,0,0,1,2,1,4,4,1,3,1,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,-0.940435885,0.121714093,0.973396977,1,0,0,0,1,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,0,0,0,1,0,-9,0,0,0,1,3,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,0,3
2066,3,4,0.039096308,1,85003,0,1,0,1,1,0,0,0,0,1,1,0,5,1,1,3,1,3,3,3,1,1,3,1,3,1,1,1,3,1,2,3,-1.010764132,-0.643522355,0.944476324,1,0,1,0,3,0,0,1,0,0,1,1,1,0,1,2,0,1,2,0,0,0,0,0,0,-9,0,0,1,0,2,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,0,0,0,1,4
2067,3,4,0.084114415,1,85374,0,1,0,3,0,0,1,0,0,3,1,2,2,5,1,1,4,1,4,1,1,1,1,4,2,2,1,2,3,4,2,4,0.944961623,-0.775749184,-2.410546649,1,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,1,0,1,0,0,0,0,1,0,1,1,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,0,1
2069,3,4,0.122897117,1,85032,0,1,0,2,0,1,0,0,0,3,1,0,5,4,4,4,3,4,4,4,2,2,2,1,3,1,3,1,3,2,2,2,-0.013519391,0.094423496,-0.674405886,0,0,0,1,4,0,1,1,0,0,2,0,4,0,0,3,0,1,2,0,1,0,0,1,0,1,1,0,0,1,3,0,1,0,2,0,0,1,3,0,0,1,3,1,0,0,1,0,0,0,1,4
2070,3,4,0.063520552,1,85020,1,0,0,1,1,0,0,0,0,1,2,1,5,2,1,1,1,3,3,3,2,2,2,3,2,2,2,2,2,3,3,4,-0.529160609,1.1547495,1.135904056,1,0,1,0,3,0,1,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,1,0,1,1,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,1,0,0,1,0,0,0,1,4
2071,3,2,0.007459221,1,85019,1,0,0,5,0,0,0,0,1,5,1,5,5,5,1,1,5,5,5,3,1,1,3,1,2,2,2,1,3,4,3,3,-1.239622275,-1.22869767,-2.146531759,1,0,1,0,3,1,1,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,1,0,0,-9,0,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,0,3
2072,3,4,0.049260644,1,85085,0,1,0,2,0,1,0,0,0,2,1,1,4,4,3,3,3,4,4,4,3,3,3,1,3,1,3,1,3,1,2,2,-0.271389469,0.651408949,-0.276627429,1,0,1,0,3,1,1,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
2073,3,4,0.011189373,1,85021,1,0,0,2,0,1,0,0,0,2,4,3,5,5,1,1,1,3,3,3,2,2,3,4,2,2,2,2,2,4,3,4,-1.095252116,-1.899531016,0.412113411,1,1,0,0,2,0,0,0,1,0,2,0,2,1,0,1,0,1,2,0,1,0,0,0,0,-9,0,0,0,1,3,0,0,1,3,1,0,0,1,0,1,0,2,0,0,1,3,0,0,0,1,4
2074,3,2,0.008498895,1,85281,1,0,0,2,0,1,0,0,0,3,1,1,4,4,1,1,1,5,5,3,3,1,3,3,2,2,2,2,2,4,2,4,-2.465080031,0.529051672,0.85196092,0,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,1,0,1,0,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,0,0,0,1,4
2076,3,4,0.021991465,1,85353,0,1,0,3,0,0,1,0,0,3,3,4,3,2,4,4,4,3,4,2,2,2,2,2,2,2,2,1,2,3,2,3,-0.503299729,0.387402218,-0.927394861,0,1,0,0,2,0,0,0,1,0,2,0,2,1,0,1,0,0,3,1,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
2080,48,4,0.322686807,0,24112,0,1,0,1,1,0,0,0,0,4,6,5,1,5,2,2,1,5,5,5,1,1,3,2,3,1,3,3,3,1,2,2,0.838108767,0.320009615,-2.441391617,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,0,3,0,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,0,1
2081,10,4,0.691430747,0,32448,0,1,0,2,0,1,0,0,0,1,3,3,4,4,2,2,2,4,4,4,2,2,3,1,2,2,2,1,2,1,3,2,-0.341150604,0.287856236,0.57048664,1,0,1,0,3,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,0,1
2082,10,4,0.491542328,0,32401,0,1,0,1,1,0,0,0,0,4,1,0,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,4,2,4,-0.702873261,-0.90625585,-0.396145253,1,0,1,0,3,0,1,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,1,-9,0,1,0,0,1,0,0,1,3,1,0,0,1,0,0,1,3,1,0,0,1,0,0,1,0,3
2083,1,4,0.609430578,0,35570,0,1,0,2,0,1,0,0,0,2,2,4,3,4,2,2,2,5,4,3,2,2,2,4,2,2,2,3,3,3,2,4,0.947546614,-0.213558748,0.233939731,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,1,1,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
2084,1,2,1.290671936,0,36521,0,0,1,1,1,0,0,0,0,1,2,1,5,4,2,3,2,4,4,4,3,3,3,2,2,3,1,1,3,3,2,2,-0.326325954,0.078239984,0.605886925,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
2086,37,4,2.683921076,0,73160,0,1,0,1,1,0,0,0,0,1,4,0,5,5,1,1,1,5,5,3,2,2,2,4,2,2,2,2,2,4,3,4,0.407305318,-0.309679435,0.18939531,1,0,0,1,4,0,0,1,0,0,2,0,4,0,0,3,0,0,3,0,0,0,0,1,0,1,1,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,0,1,0,0,2
2087,10,4,0.90816323,1,33024,1,0,0,2,0,1,0,0,0,1,4,2,5,2,1,1,1,1,3,1,2,2,2,4,2,2,2,2,2,3,3,3,-0.076517795,-0.205925683,1.094208693,0,0,0,1,4,1,1,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,0,0,1,1,0,0,1,3,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,0,0,0,1,4
2090,33,4,7.546066382,0,10029,1,0,0,3,0,0,1,0,0,4,2,3,3,4,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,4,4,4,-1.882031794,0.346279154,1.60945192,1,0,1,0,3,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0,1,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,0,3
2091,34,4,0.786678391,0,28546,0,1,0,3,0,0,1,0,0,3,1,5,3,5,1,1,1,3,3,2,1,3,3,2,2,2,1,1,1,1,1,1,-2.020485674,-0.97110062,-1.472307851,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,0,3,0,0,0,0,0,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,0,1
2092,1,4,0.653181065,0,35630,0,1,0,5,0,0,0,0,1,4,5,5,3,5,1,1,1,5,5,3,2,2,1,4,2,2,2,2,1,4,3,4,-1.427195564,-0.459045937,0.009026782,1,1,0,0,2,0,0,1,0,0,2,0,4,0,1,2,0,0,3,0,1,0,0,1,0,-9,0,1,0,0,1,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,0,1
2098,45,4,2.914796043,1,77015,0,1,0,5,0,0,0,0,1,1,5,5,1,5,2,2,2,5,5,5,3,3,3,2,3,3,3,1,3,1,2,2,1.256053703,0.306506804,0.837910033,0,0,1,0,3,0,0,1,1,0,2,0,2,1,0,1,0,0,3,0,1,0,0,0,0,-9,0,0,0,1,3,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,0,1,0,0,2
2099,52,4,0.000107942,0,82801,0,1,0,2,0,1,0,0,0,1,5,3,2,5,2,2,2,5,5,2,2,2,2,4,2,2,2,2,3,4,2,4,0.827179657,0.127124951,0.327855533,0,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,0,1,0,0,2
2107,50,4,0.446100308,0,26201,0,1,0,4,0,0,0,1,0,4,5,3,2,5,3,5,2,2,5,5,2,2,2,3,2,2,2,2,2,3,3,3,-0.314057056,0.294707683,0.125974877,0,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,1,1,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,1
2109,39,4,0.147220746,0,18452,0,1,0,3,0,0,1,0,0,2,5,3,2,5,1,1,1,4,5,2,1,1,2,3,2,2,2,2,3,4,2,2,-0.678854622,1.365801601,1.164572339,1,0,0,1,4,0,1,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,1,0,0,0,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,3,1,0,0,1,0,1,0,0,2
2110,15,4,1.121321842,0,46260,0,1,0,2,0,1,0,0,0,3,5,4,2,5,1,1,1,3,4,3,1,1,3,1,2,2,1,2,3,4,2,1,-1.040403844,0.560909766,-2.31502879,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,1,0,1,0,0,2
2114,45,2,0.683241675,1,79912,0,1,0,4,0,0,0,1,0,4,1,5,1,5,1,1,1,5,5,1,1,1,3,1,2,2,2,2,2,4,3,4,0.701701229,-1.114680403,0.088877623,1,0,1,0,3,1,1,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,1,-9,0,0,1,0,2,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,0,0,1,0,3
2117,28,4,0.161499757,0,69361,0,1,0,2,0,1,0,0,0,3,4,4,4,4,3,3,2,4,4,4,2,2,2,3,2,2,3,2,3,3,2,3,0.217491957,0.195178236,0.072822484,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,0,3,0,1,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,1,0,1,0,0,2
2118,3,2,0.000499899,0,85635,0,1,0,3,0,0,1,0,0,3,5,5,3,4,3,3,3,1,2,4,1,3,3,4,2,3,2,3,3,4,4,4,-0.425980612,-0.075746109,0.273890719,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,2,0,1,0,2,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,2
2120,31,4,0.021870024,0,8012,0,1,0,3,0,0,1,0,0,2,5,4,4,5,3,4,1,5,5,3,2,2,2,3,2,2,2,2,2,3,3,4,1.072622813,-0.289733117,0.047492164,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,2,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,0,3
2123,37,4,0.458868934,0,74401,0,1,0,1,1,0,0,0,0,2,5,0,4,5,2,2,1,5,5,1,1,2,1,1,1,1,2,1,3,4,2,2,1.308189564,0.075598865,0.558432074,0,0,0,1,4,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,1,0,1,0,0,2
2124,14,4,0.217494192,0,61012,0,0,1,4,0,0,0,1,0,1,5,3,5,5,5,5,5,5,5,5,2,2,2,3,2,2,2,2,2,3,3,3,1.136749659,0.736849902,0.895368946,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
2125,44,4,0.220155091,0,37160,0,1,0,2,0,1,0,0,0,2,3,3,4,5,2,2,1,5,5,4,1,1,1,1,2,2,1,1,3,4,2,4,-0.484340038,0.452132481,-0.922606659,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,0,1
2131,29,2,0.004197976,1,89107,1,0,0,3,0,0,1,0,0,5,3,2,4,5,3,3,5,5,5,5,2,2,2,3,2,2,3,1,2,3,3,3,0.055496795,0.135414489,0.162824619,1,1,0,0,2,0,0,0,1,0,2,0,2,0,1,2,0,1,2,0,0,0,1,0,1,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,0,0,1,0,3
2132,45,2,0.540124523,1,77840,1,0,0,2,0,1,0,0,0,2,5,2,4,5,1,2,1,4,4,2,2,1,2,1,2,2,1,2,3,3,2,3,0.160487043,-0.058110901,-1.207532438,1,0,1,0,3,1,1,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,1,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,0,1,0,0,2
2133,26,4,0.554813386,0,63361,0,1,0,3,0,0,1,0,0,2,4,3,1,5,3,3,1,5,4,3,1,1,1,4,2,2,1,1,3,3,2,3,0.153237428,0.272222855,-0.988065728,0,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,0,1
2134,11,4,5.748856593,0,30180,0,1,0,2,0,1,0,0,0,2,2,3,4,4,3,3,3,4,4,4,3,2,3,2,3,2,2,2,2,4,4,3,-0.04884953,-0.073055365,0.084215399,1,0,0,1,4,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,0,1
2136,15,4,0.786044621,0,46803,0,1,0,3,0,0,1,0,0,3,4,3,4,4,2,3,3,3,3,3,2,2,2,4,2,2,1,2,2,3,3,3,-1.744139477,-0.96317725,0.29988996,0,0,1,1,4,0,0,1,0,0,2,0,4,1,0,1,0,0,3,0,0,0,0,1,0,1,1,0,1,0,2,0,0,1,3,1,0,0,1,0,0,1,3,1,0,0,1,0,0,0,1,4
2137,36,4,0.234887185,0,43222,1,0,0,2,0,1,0,0,0,3,5,2,3,4,2,2,1,3,3,3,2,2,1,4,2,2,1,2,2,4,3,4,0.006744146,-0.587714228,-0.056641795,0,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,1,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138,26,4,0.513970221,0,64505,0,1,0,2,0,1,0,0,0,3,3,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,-1.02643072,-0.642342101,-2.788092068,1,0,0,0,1,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,0,1
2141,13,4,7.05E-08,0,83811,0,0,1,3,0,0,1,0,0,3,4,3,3,5,1,4,1,5,2,2,2,2,2,4,2,2,2,2,3,2,2,1,-1.43803875,1.032454646,-0.001466968,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,1
2142,24,4,1.836884333,0,56082,0,1,0,3,0,0,1,0,0,2,5,1,5,4,1,1,5,5,5,2,3,2,2,1,3,1,2,1,3,1,2,1,1.245158045,-0.203887199,1.086386254,0,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,1,0,-9,0,1,0,0,1,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,0,1
2144,7,4,0.622789647,0,6779,0,1,0,3,0,0,1,0,0,2,5,3,5,4,1,2,1,5,4,3,2,2,2,4,2,2,2,2,2,3,3,3,0.370046975,-0.316544189,1.410819521,0,0,0,1,4,1,1,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,3
2146,11,4,0.603540298,0,31522,0,1,0,1,1,0,0,0,0,2,1,0,5,4,1,1,1,3,4,3,2,2,2,4,2,2,2,2,2,4,3,4,0.159285428,0.193793435,-0.545042998,0,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,-9,0,1,0,0,1,0,0,1,3,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,2
2147,10,4,0.772960156,1,32713,0,1,0,1,1,0,0,0,0,2,2,2,4,5,2,3,1,4,5,4,1,1,1,1,2,2,1,1,3,2,2,2,1.323783693,0.54742994,0.996406734,1,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,0,0,1,3,0,1,0,2,0,1,0,0,2
2149,50,4,8.408255091,0,26330,0,0,1,2,0,1,0,0,0,3,3,3,5,5,2,2,2,4,4,4,1,2,2,4,2,2,1,2,3,2,2,4,0.086700846,-0.013199229,-2.289915518,1,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
2152,42,3,0.466471314,0,29445,0,1,0,2,0,1,0,0,0,1,3,4,2,3,3,4,3,3,3,3,2,3,3,3,2,2,3,2,3,2,2,3,-0.551210153,0.220675199,-0.523943288,1,1,0,0,2,1,1,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,0,0,-9,0,0,1,0,2,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
